id,count
1107,99.35
1109,43.15
1111,151.03
1112,106.81
1114,306.53
1116,300.22
1117,118.75
1118,99.84
1122,123.82
1124,141.33
1127,124.68
1133,220.32
1134,37.21
1135,155.2
1139,319.27
1143,50.29
1150,122.07
1151,101.13
1153,278.75
1155,26.36
1162,27.22
1163,212.98
1166,18.62
1171,88.16
1172,14.53
1173,242.59
1174,84.73
1177,98.33
1178,181.93
1184,191.31
1185,101.68
1186,126.57
1187,185.45
1188,283.33
1191,145.44
1207,129.84
1213,45.05
1215,127.31
1223,159.72
1227,106.11
1236,51.34
1237,48.94
1238,18.83
1241,27.52
1248,15.46
1250,41.41
1251,164.06
1253,117.83
1255,104.11
1257,163.23
1261,118.48
1262,338.97
1265,120.0
1273,178.17
1277,278.72
1278,112.8
1280,121.8
1284,227.71
1285,339.57
1288,30.42
1295,95.07
1297,362.08
1299,247.34
1304,147.81
1308,42.0
1310,96.15
1311,118.29
1314,92.07
1315,98.63
1318,32.54
1320,327.77
1321,302.38
1322,242.01
1330,124.98
1333,155.26
1334,216.01
1341,115.56
1344,98.08
1351,230.75
1354,100.71
1356,50.06
1363,105.75
1365,198.96
1369,126.47
1373,120.14
1375,100.57
1377,92.34
1379,124.45
1380,294.09
1381,100.24
1384,156.0
1390,184.77
1393,238.05
1395,48.98
1399,331.29
1400,91.01
1401,179.24
1404,127.98
1408,15.15
1409,25.76
1413,216.12
1416,287.44
1418,95.37
1423,106.39
1424,26.65
1425,15.42
1433,212.43
1434,168.23
1436,334.4
1442,254.82
1444,86.17
1445,125.62
1452,229.11
1455,157.07
1462,70.33
1467,74.27
1472,40.34
1475,211.93
1493,114.11
1501,225.62
1503,310.12
1504,207.78
1505,13.97
1511,170.2
1512,49.19
1513,71.0
1514,34.39
1528,219.44
1533,222.09
1534,28.48
1536,150.08
1537,64.59
1539,240.08
1550,219.51
1552,212.01
1554,197.01
1555,388.02
1556,101.32
1559,36.01
1563,196.88
1566,118.7
1567,180.91
1568,29.0
1571,230.91
1572,16.08
1574,44.85
1577,17.21
1583,88.49
1585,31.16
1586,196.06
1587,192.72
1596,134.29
1602,40.2
1604,89.36
1605,31.69
1610,312.94
1611,93.91
1616,36.88
1617,100.35
1618,15.22
1622,37.43
1623,36.5
1628,312.13
1631,17.21
1632,187.76
1633,241.88
1634,333.87
1636,230.86
1637,104.76
1643,107.31
1644,101.34
1646,95.85
1648,200.09
1651,34.35
1656,17.85
1658,143.62
1659,17.42
1665,194.9
1666,147.52
1670,42.1
1674,140.28
1679,207.21
1680,221.92
1683,336.07
1686,25.09
1691,98.57
1693,38.12
1696,39.66
1697,97.91
1703,94.81
1706,25.94
1709,167.25
1710,88.53
1712,183.93
1713,116.74
1718,354.02
1719,189.48
1722,282.09
1723,116.65
1724,290.87
1728,60.16
1730,27.2
1732,22.61
1737,38.22
1745,86.85
1747,14.6
1748,13.24
1755,107.77
1759,15.74
1761,286.99
1764,220.3
1765,150.59
1766,87.5
1768,92.59
1770,28.8
1771,149.33
1774,93.41
1785,130.97
1788,197.68
1792,13.52
1794,230.1
1797,124.88
1798,11.97
1799,248.81
1802,99.65
1806,36.09
1808,70.84
1810,247.4
1818,117.64
1819,388.46
1820,285.32
1822,233.65
1826,219.81
1827,139.03
1835,18.02
1841,99.61
1842,68.28
1843,16.15
1846,39.04
1849,86.71
1850,196.09
1851,202.55
1857,46.78
1858,180.87
1860,94.51
1861,237.12
1864,128.34
1869,331.26
1871,69.98
1872,37.44
1875,17.52
1878,215.29
1879,245.43
1885,87.47
1888,100.4
1889,30.08
1890,98.93
1896,73.72
1897,142.21
1898,115.81
1900,98.8
1905,41.72
1908,120.8
1909,102.84
1913,66.6
1918,114.2
1922,320.51
1923,126.13
1925,277.93
1926,86.51
1927,320.57
1930,197.4
1935,75.96
1939,102.11
1942,93.0
1943,307.16
1948,237.58
1949,276.81
1951,103.88
1953,101.8
1959,105.19
1963,13.72
1967,121.11
1973,276.99
1975,23.73
1976,89.09
1990,91.45
1993,104.88
1997,192.14
1999,123.33
2001,297.47
2004,88.9
2010,97.53
2013,131.3
2017,311.83
2021,92.64
2023,163.48
2026,144.06
2037,36.79
2039,187.38
2041,19.39
2046,28.03
2050,15.48
2060,233.58
2067,102.64
2069,138.24
2072,252.87
2074,138.18
2079,114.37
2083,24.65
2085,192.83
2087,16.63
2093,149.3
2094,32.03
2097,41.4
2103,96.52
2104,48.8
2107,184.48
2108,18.43
2110,85.78
2115,159.46
2117,27.24
2125,335.49
2127,245.44
2133,15.15
2134,376.36
2135,120.35
2141,214.1
2143,36.01
2145,81.8
2146,30.1
2147,287.74
2148,66.24
2149,64.15
2165,124.11
2166,151.0
2177,218.38
